Contig,SCQ,WFS,PL,XHBW,SSG,XXZ,DK,LMW,ZGE,BC,FJC,TGDQ,LK,LJ,KL,HHKSD,HHK
ViromevOTU4532,0,0,74.00652907,65.079094,282.1294926,89.56144512,185.2040306,359.5778681,217.1257939,0,0,0,48.13762747,0,0,0,0
ViromevOTU4533,37.00855343,0,63.60036578,0,179.1167328,150.2474479,110.387159,136.0425448,78.15444897,0,0,0,0,0,0,0,0
ViromevOTU4534,92.73597155,0,0,97.73793595,52.50301529,181.6587011,62.40985641,91.5997335,103.1919904,0,0,0,0,0,0,0,0
ViromevOTU4535,103.7325,135.046572,549.6654638,379.4902173,220.3750229,0,94.87910329,98.92480605,89.84160384,0,0,0,0,0,0,0,0
ViromevOTU4536,0,0,124.0722583,84.68642654,508.6511269,109.3440964,306.5119935,260.1536798,292.7683174,0,0,0,226.3290505,0,0,0,0
ViromevOTU4537,0,0,0,0,92.3764673,246.0880476,36.72202218,0,0,0,0,0,0,0,0,0,0
ViromevOTU4538,0,0,0,0,0,0,96.2528906,143.0695743,0,0,0,0,0,0,0,0,0
ViromevOTU4539,0,0,0,0,57.52506459,0,62.61577737,72.27167137,42.12930382,0,0,0,0,0,0,0,0
ViromevOTU4540,0,0,0,0,0,132.144948,74.00450639,0,0,0,0,0,0,4853.395614,645.8119053,3459.406336,619.5407321
ViromevOTU4541,0,0,254.7987557,66.54688582,189.5672017,0,148.8767386,122.6336213,127.8216135,0,0,0,0,0,0,0,0
ViromevOTU4542,0,0,225.9183712,145.718444,435.058546,57.35066354,229.9562775,188.4573861,116.049111,0,0,0,0,0,0,0,0
ViromevOTU4543,107.4881914,0,749.0679918,459.9719631,636.8471525,162.5645869,388.1231991,456.0054961,263.8223244,0,0,0,138.0094341,0,0,0,72.91509307
ViromevOTU4544,0,0,0,0,0,48.84046009,0,67.08425582,0,0,0,0,0,0,145.2205424,100.4856091,0
ViromevOTU4545,0,0,0,0,0,407.7839945,511.3727921,834.5763851,149.2833942,0,0,0,0,0,473.4337165,107.7195487,0
ViromevOTU4546,0,0,637.478662,399.1175097,60.05246709,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4547,75.44540147,54.3983362,575.7870592,296.6323914,56.00439196,67.23098289,0,87.23406055,139.8169707,0,0,0,0,0,0,0,0
ViromevOTU4548,0,0,0,0,0,115.4261502,50.02910143,220.6260584,0,0,0,0,0,0,0,0,0
ViromevOTU4549,85.05244234,0,1021.576191,245.6804777,722.6760553,0,306.7584936,374.4407075,163.993161,0,0,0,0,0,0,0,0
ViromevOTU4550,0,0,0,102.2443603,226.1312589,67.32331641,149.936859,180.164307,138.2155003,0,0,0,0,0,0,0,0
ViromevOTU4551,0,0,0,0,52.69724247,0,56.90380607,53.80836997,109.26482,0,0,0,0,0,0,0,0
ViromevOTU4552,403.7836699,0,183.6413118,113.4609905,888.3029012,1378.325591,336.5125467,610.6391376,304.8183063,0,0,0,0,0,0,0,0
ViromevOTU4553,59.99255777,48.08621837,195.1980381,173.5701246,356.2950667,99.9068582,130.8968213,198.4388079,133.8974933,0,0,0,0,0,0,0,0
ViromevOTU4554,212.7739574,46.29575973,0,0,184.7173746,357.7079076,60.63696349,71.63307495,29.75771163,0,0,0,0,0,0,0,0
ViromevOTU4555,0,0,0,90.14205937,305.2574106,115.4723158,324.2830021,230.9399481,85.56854035,0,0,0,0,0,0,0,0
ViromevOTU4556,49.54275883,57.92617477,714.4564603,391.6860609,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4557,0,0,100.1557206,113.4256084,244.2349163,208.7104979,273.7721616,397.7975388,2033.26297,0,0,210.4421665,2187.221486,665.1882345,1118.537601,1284.337866,2437.35849
ViromevOTU4558,0,0,0,0,75.38937614,0,34.61368761,52.59866638,0,0,0,0,0,0,0,0,0
ViromevOTU4559,0,0,0,0,67.3357039,35.64288297,61.08805439,0,0,0,0,0,0,0,0,0,0
ViromevOTU4560,0,0,0,0,0,77.50764153,0,245.0024669,0,0,0,0,0,0,0,0,0
ViromevOTU4561,0,0,0,0,92.71880549,61.74989122,56.07034124,42.410399,0,0,0,0,0,0,0,0,0
ViromevOTU4562,0,0,0,0,235.7361606,92.96500186,158.5996506,146.4770089,0,0,0,0,0,0,0,0,0
ViromevOTU4563,0,0,0,168.9861682,264.6589598,70.45116079,200.3614157,137.1483643,0,0,0,0,0,0,0,0,0
ViromevOTU4564,0,0,0,0,0,192.6567592,81.45949008,270.4059087,0,0,0,0,0,0,0,0,0
ViromevOTU4565,63.30191283,0,0,0,76.96874713,167.4389971,48.3485529,82.73231245,93.52304913,0,0,0,212.9368618,106.516848,117.3448778,177.4203365,172.3777178
ViromevOTU4566,199.9223814,0,0,0,0,158.7304466,38.49577269,127.8600485,544.8329044,0,157.9675912,0,0,0,0,93.19226333,0
ViromevOTU4567,0,0,0,0,104.2200481,73.42235076,49.66552193,71.38320251,0,0,0,0,0,0,0,0,0
ViromevOTU4568,0,0,0,0,55.11180364,86.83790563,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4569,0,0,0,0,95.98564193,72.62618446,361.2592651,865.8681583,813.8599459,0,0,0,0,0,0,0,0
ViromevOTU4570,0,0,0,0,262.2882325,147.9443687,123.4527812,209.4770112,141.2274777,0,0,0,83.41248149,0,0,0,103.4816253
ViromevOTU4571,0,0,209.0568111,0,227.3486494,0,143.407802,171.8974571,46.48183289,0,0,0,0,0,0,0,0
ViromevOTU4572,0,0,0,0,0,45.43736148,53.645812,196.9786197,39.29655396,0,0,0,0,0,0,0,0
ViromevOTU4573,0,0,0,0,0,193.4979432,70.41198829,149.6814679,0,0,0,0,0,0,0,0,0
ViromevOTU4574,0,0,0,111.2809136,124.2797763,187.6097757,187.0418526,171.0991586,0,0,0,0,0,0,0,0,0
ViromevOTU4575,0,0,90.98460973,0,156.3338122,115.8382188,109.2090641,112.5192054,48.63771385,0,0,0,0,0,0,0,0
ViromevOTU4576,0,0,0,0,0,0,107.1008996,110.0653587,0,0,0,0,0,0,0,0,0
ViromevOTU4577,0,0,0,0,0,0,94.16043265,233.4459138,0,0,0,0,0,0,0,0,0
ViromevOTU4578,0,0,0,0,104.7970253,150.0670445,425.7726556,1029.264321,954.3306186,0,0,0,0,0,0,0,0
ViromevOTU4579,70.47899503,0,0,0,83.38985355,348.9112355,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4580,0,0,0,0,107.0902582,39.10834186,44.01329671,52.23973712,0,0,0,0,0,0,0,0,0
ViromevOTU4581,0,0,0,0,293.8049278,56.27327004,306.4358608,476.7806013,563.383719,0,0,0,388.2461088,0,0,0,156.1499511
ViromevOTU4582,46.44088096,0,0,44.62044456,86.66753032,123.8568282,50.88832887,83.67882156,196.8015061,0,0,0,59.64228644,0,0,0,0
ViromevOTU4583,70.81294542,108.7643146,125.4244067,186.4687721,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4584,0,0,98.9056711,126.0442748,94.2680027,0,44.25756907,0,0,0,0,0,0,0,0,0,0
ViromevOTU4585,0,0,0,0,0,174.8356712,73.88792953,187.0788303,0,0,0,0,0,0,0,0,0
ViromevOTU4586,0,0,0,0,0,94.29333159,0,126.1927333,0,0,0,0,0,0,0,0,0
ViromevOTU4587,43.08603029,0,0,0,0,298.0054845,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4588,0,0,0,0,0,97.6152372,0,67.72333093,0,0,0,0,0,0,0,0,0
ViromevOTU4589,159.6498942,224.5391458,93.99089266,122.4789933,0,93.61206802,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4590,0,0,65.07812247,0,46.00737621,41.59899212,84.59481166,112.1549583,49.4158619,0,0,0,0,0,0,0,0
ViromevOTU4591,0,0,0,0,0,92.72194503,0,86.22048285,0,0,0,0,0,0,0,0,0
ViromevOTU4592,0,0,397.7324387,171.3261568,123.7918565,0,115.4158383,65.71644,88.28559674,0,0,0,0,0,0,0,0
ViromevOTU4593,0,0,0,0,0,416.5700753,236.2908972,279.0778566,47.36953687,0,0,0,0,0,0,0,0
ViromevOTU4594,60.47597868,0,0,0,82.34569211,148.3733487,80.93873209,104.0616692,62.84031839,0,0,0,0,0,0,0,0
ViromevOTU4595,0,79.63393887,725.4787783,265.3193112,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4596,0,0,70.11890109,0,109.6583598,0,89.01259876,103.2820483,38.74973117,0,0,0,135.7999042,0,0,0,0
ViromevOTU4597,0,0,0,102.6658294,126.0506598,96.6877542,87.89948798,66.37610742,102.1237902,0,0,0,0,0,0,0,0
ViromevOTU4598,0,42.37365592,0,0,72.74517295,111.1604708,39.95282848,0,0,0,0,0,0,7575.825223,4265.512964,1545.604868,893.4317553
ViromevOTU4599,0,0,0,0,0,76.31904731,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4600,0,0,0,0,130.8407878,0,127.6731682,131.8573112,98.82736778,0,0,0,87.32859593,0,0,0,64.89368483
ViromevOTU4601,0,0,213.5883826,88.60468967,783.5304472,104.6284047,303.7803655,368.0619961,333.6676634,0,0,0,93.6144171,0,0,0,0
ViromevOTU4602,0,0,339.3483523,146.3421639,109.7781532,0,0,53.67262845,41.92545036,0,0,0,0,0,0,0,0
ViromevOTU4603,0,0,0,0,0,265.6550093,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4604,0,0,0,0,0,0,219.5507185,297.3234854,179.1733494,0,0,0,41.60033018,0,0,0,0
ViromevOTU4605,0,0,0,0,48.83004023,44.00759469,151.6872621,277.028403,735.5735741,0,0,0,37.31556306,0,0,0,0
ViromevOTU4606,0,0,245.3338601,141.833909,0,0,0,291.8505104,616.3684728,0,0,0,0,0,0,0,0
ViromevOTU4607,0,0,0,0,70.1853205,77.386921,113.2010854,87.56338656,75.41200715,0,0,0,0,0,0,0,0
ViromevOTU4608,0,0,0,0,112.1694308,0,68.527454,104.387833,0,0,0,0,0,0,0,0,0
ViromevOTU4609,0,0,454.7000843,168.7727884,1202.993436,158.3395803,623.7000486,730.1650471,416.7664641,0,0,0,122.0916732,0,0,0,0
ViromevOTU4610,0,0,0,0,54.31687402,232.7059561,0,72.5032173,0,0,0,0,0,0,0,0,0
ViromevOTU4611,0,0,116.2623215,101.1875899,327.6363576,0,147.215357,238.6051882,241.0488348,0,0,0,785.1117462,0,0,0,293.770298
ViromevOTU4612,39.63039305,40.29154308,242.7526307,166.1105975,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4613,184.2992602,0,0,82.00217877,257.9304514,216.9226809,74.57699966,118.8023938,0,0,0,0,0,0,0,0,0
ViromevOTU4614,0,0,0,0,100.6789791,146.9665994,0,83.54784371,0,0,0,0,0,0,0,0,0
ViromevOTU4615,0,0,225.2328298,95.41835021,202.9952061,0,60.24864147,50.03262679,33.16146087,0,0,0,0,0,0,0,0
ViromevOTU4616,0,0,0,111.1535158,272.1499356,0,799.808396,820.7779166,0,0,0,0,2075.622322,0,0,0,1624.866016
ViromevOTU4617,0,0,0,0,0,164.7440515,0,126.3954535,0,0,0,0,0,0,42.93320254,68.1946901,0
ViromevOTU4618,0,0,97.9192383,0,418.5317704,0,410.0461552,419.6339978,310.5114716,0,0,0,408.9572084,0,0,0,145.9599569
ViromevOTU4619,0,283.8151387,0,0,107.3226798,379.4419619,48.57143059,0,0,0,0,0,0,0,0,0,0
ViromevOTU4620,0,0,0,0,54.62511613,169.6755534,0,135.5764647,73.43702246,0,9138.123191,0,0,0,0,0,0
ViromevOTU4621,37.35089331,124.5139693,138.9639603,70.20872398,110.0805952,73.00505558,85.39028262,136.6955454,52.21162967,0,0,0,0,0,0,0,0
ViromevOTU4622,0,0,0,0,0,164.3923309,0,113.6767435,0,0,0,0,0,0,0,0,0
ViromevOTU4623,39.04245985,45.91653736,251.1690311,470.4660713,132.8379099,0,0,0,66.17843663,0,0,0,0,0,0,0,0
ViromevOTU4624,0,0,0,0,78.91046306,51.86567774,61.37154074,83.08920801,0,0,0,0,0,0,0,0,0
ViromevOTU4625,141.4086639,0,0,73.45669721,330.9316012,307.5278295,193.8347514,256.9121181,155.5599345,0,0,0,0,0,0,0,0
ViromevOTU4626,0,0,0,728.5530374,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4627,0,0,0,0,0,0,110.858557,77.1632575,0,0,0,0,0,0,0,0,0
ViromevOTU4628,0,0,0,0,517.107942,74.52897857,347.7393642,579.7821875,637.9956888,0,0,0,224.2250762,0,0,0,158.6551907
ViromevOTU4629,0,0,0,0,0,0,313.8914445,599.4970125,288.0273963,0,0,0,97.67569996,0,0,0,0
ViromevOTU4630,0,0,0,0,62.25726018,221.822414,0,92.82425323,0,0,0,0,0,0,59.88027814,58.25663816,0
ViromevOTU4631,0,0,0,0,75.5384322,0,55.06717915,59.17809908,0,0,0,0,0,0,0,0,0
ViromevOTU4632,0,0,0,0,0,0,224.4075878,212.0691117,175.4873877,0,0,0,207.3899679,0,0,0,222.9551738
ViromevOTU4633,75.45424198,0,319.3572958,243.5104582,190.7645484,0,72.55627901,88.28647294,0,0,0,0,0,0,0,0,0
ViromevOTU4634,0,0,0,0,0,98.68736217,0,32.48109043,0,0,0,0,0,0,0,0,0
ViromevOTU4635,0,0,211.2812665,212.9436235,68.63859093,0,44.5399428,0,29.6684644,0,0,0,0,0,0,0,0
ViromevOTU4636,0,0,0,163.394601,0,66.32077101,0,115.5037898,44.30444323,0,0,116.9242003,41.69074397,0,0,0,0
ViromevOTU4637,71.57268191,0,222.7687927,240.812337,133.5117088,87.73395232,143.1701953,123.2100985,51.25487262,0,121.3933782,1450.19379,297.1482238,0,0,0,160.664538
ViromevOTU4638,0,0,61.1726673,0,201.8842701,95.77857928,89.50749912,63.05414633,0,0,0,0,0,0,0,0,0
ViromevOTU4639,0,0,0,0,67.37277103,65.75305548,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4640,0,0,0,84.2104114,110.7015484,154.9061686,135.6521052,170.4156989,85.11909708,0,0,0,0,0,0,0,0
ViromevOTU4641,0,0,0,0,83.01211597,0,61.82166655,0,0,0,110.2763831,51.52680661,0,0,0,0,0
ViromevOTU4642,52.44963938,0,348.1989376,239.8424655,0,0,0,0,0,0,0,139.1649554,0,0,0,0,0
ViromevOTU4643,0,0,0,0,0,0,114.6880292,348.3353345,0,0,0,0,0,0,0,0,0
ViromevOTU4644,0,0,0,0,0,0,68.63495994,152.295942,74.8334006,0,0,0,0,0,0,0,0
ViromevOTU4645,0,0,0,0,0,135.5442091,53.62837023,109.2000323,0,0,0,0,0,0,0,0,0
ViromevOTU4646,0,0,0,0,0,115.1332801,102.8788449,328.4418573,9280.508001,0,0,0,117.3195094,77.39937686,0,0,0
ViromevOTU4647,876.8701853,623.9342563,10810.75659,2364.809028,2251.275866,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4648,0,0,0,0,76.37800791,0,51.27632836,0,0,0,0,0,0,0,0,0,0
ViromevOTU4649,0,0,0,0,573.1316859,0,0,0,0,0,0,0,0,95.41480064,0,64.96520141,0
ViromevOTU4650,0,42.91570547,329.4145443,455.9304496,99.42895954,0,0,0,58.19338287,0,0,0,0,0,0,0,0
ViromevOTU4651,0,0,134.3330268,0,236.3677193,0,121.1181636,194.2491675,53.91572547,0,0,0,0,0,0,0,0
ViromevOTU4652,224.2104047,0,0,0,0,124.0283941,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4653,0,0,87.31737088,0,79.1619,69.79268072,0,70.80937117,0,0,0,0,0,0,0,0,0
ViromevOTU4654,0,0,0,0,0,119.4236519,71.65351714,76.53470773,0,0,0,0,0,0,0,0,0
ViromevOTU4655,0,0,0,0,0,56.13966022,0,69.52574649,127.406236,0,0,0,0,0,0,0,0
ViromevOTU4656,0,0,78.44130755,0,682.8586641,0,570.7339833,616.3813965,491.836027,0,0,0,568.0573548,0,0,0,317.3444942
ViromevOTU4657,97.89584712,0,65.06114123,0,316.3657515,163.2997821,115.7087431,101.3113868,72.56111779,0,0,0,0,0,0,0,0
ViromevOTU4658,89.50749572,49.48541566,365.3729743,303.6851157,215.8990204,0,51.91455831,68.73260334,28.85127432,0,0,0,0,0,0,0,0
ViromevOTU4659,0,66.31794191,0,0,140.798834,129.9908974,61.64338841,85.83069995,0,0,0,0,0,0,0,0,0
ViromevOTU4660,0,0,0,56.52374708,61.16576573,48.73411657,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4661,0,0,153.3051467,153.1092419,233.5964465,100.3164735,258.043686,243.5271493,256.244715,0,0,0,0,0,0,0,0
ViromevOTU4662,0,0,83.90360659,305.5404225,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4663,0,0,0,114.8051386,172.5868988,222.1044368,267.7869775,422.4653236,72.69428291,0,0,0,114.9654809,0,0,0,0
ViromevOTU4664,43.13717327,53.06265253,0,66.03330179,163.2816597,0,75.40639406,74.97557612,40.82596328,0,0,0,0,0,0,0,0
ViromevOTU4665,0,0,0,0,0,0,134.7151349,188.3952437,47.98280124,0,0,74.55054771,0,0,0,0,0
ViromevOTU4666,0,0,0,0,70.53273604,37.46593236,67.83109313,153.1067241,1080.750619,0,0,0,27.65840354,0,0,0,0
ViromevOTU4667,471.8344024,351.9861445,2137.20544,541.0040009,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4668,188.2975966,92.83646015,1396.838499,691.0604333,1813.06544,638.0368697,776.2239208,683.0375366,281.1712345,0,0,0,56.00487027,0,0,0,57.99724393
ViromevOTU4669,0,45.72823878,161.3508647,215.7481946,80.21990988,0,37.84773674,0,53.22932161,0,0,0,0,0,0,0,0
ViromevOTU4670,332.2056837,53.89881131,232.0027155,82.7396832,403.5695229,550.3440434,199.5306811,246.1885697,94.54387592,0,0,0,0,0,0,0,0
ViromevOTU4671,43.03612761,0,535.5912499,259.1427918,308.6075353,0,47.7786149,0,0,0,0,0,0,0,0,0,0
ViromevOTU4672,0,0,61.789416,0,272.9817533,0,139.8224196,186.5098351,114.7387219,0,0,0,0,0,0,0,0
ViromevOTU4673,0,0,111.1555524,0,311.0218093,0,141.4307183,216.9110593,83.26811437,0,0,0,0,0,0,0,0
ViromevOTU4674,1502.873311,420.5889812,293.5130606,811.2338754,1263.595319,4337.62356,1103.126164,1731.379824,2496.806724,0,0,0,0,0,0,0,0
ViromevOTU4675,0,0,0,0,0,0,0,0,78.58723117,0,0,0,425.1757069,498.0062916,364.3595861,458.4786602,414.0980137
ViromevOTU4676,0,0,0,0,0,0,660.1698351,996.6106652,258.0109722,0,0,129.8321459,62.23049273,0,0,0,0
ViromevOTU4677,0,0,0,0,101.5993354,0,86.96808069,117.1758976,166.2081566,0,0,0,66.55889664,0,0,0,0
ViromevOTU4678,762.9074332,100.4486149,204.9241992,131.8855146,225.6914504,378.3187477,136.9397063,205.9968189,60.10749787,0,0,0,54.80381179,52.66887187,75.19391846,0,0
ViromevOTU4679,0,0,0,0,72.32876227,86.60062226,67.39132087,88.19874241,235.084881,0,0,0,0,0,0,0,0
ViromevOTU4680,0,0,0,0,51.22364034,180.0225749,0,49.28974593,0,0,0,0,0,0,0,0,0
ViromevOTU4681,0,0,0,0,43.82463747,0,44.80975526,75.01061031,213.3200241,0,0,0,0,0,0,0,0
ViromevOTU4682,0,0,0,0,275.5842814,49.75195031,359.2007056,282.6780865,126.9903527,0,0,0,124.4219827,0,0,0,77.78947996
ViromevOTU4683,0,0,0,0,308.6016056,0,284.4055688,226.8183569,405.0648684,0,0,0,0,0,0,0,0
ViromevOTU4684,0,0,0,0,69.38036589,40.03317951,43.18762268,72.79613108,0,0,0,0,0,0,0,0,0
ViromevOTU4685,0,0,212.2705762,244.3545426,1629.035546,280.0658558,1142.460167,1089.06106,390.6734151,0,0,0,0,0,0,0,0
ViromevOTU4686,141.1094374,0,146.7333009,99.93183361,230.5511295,93.8067992,64.76655625,78.13636718,47.30011903,0,0,0,0,0,0,0,0
ViromevOTU4687,1066.677637,610.1138584,17998.619,3513.319269,2534.697025,572.7886719,785.137828,1279.218892,1341.273825,0,0,0,214.3374015,0,0,0,62.13437315
ViromevOTU4688,133.0336057,0,0,0,536.9698636,1259.875361,470.9436527,855.8526916,279.1517839,0,0,0,0,0,0,0,0
ViromevOTU4689,0,0,273.3048868,99.58360041,315.9320766,67.82660021,112.2985911,130.1923634,101.9178486,0,0,0,0,0,0,0,0
ViromevOTU4690,0,0,279.3937812,172.4513218,303.2173905,33.69301199,262.5987745,0,0,0,0,0,0,0,0,0,0
ViromevOTU4691,0,0,202.9594758,0,248.1068284,0,56.45545044,0,0,0,0,0,0,0,0,0,0
ViromevOTU4692,0,0,0,0,118.3668249,318.5913982,265.7426945,437.5069458,234.4834265,0,0,0,0,0,0,0,0
ViromevOTU4693,0,0,729.299744,850.3854394,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4694,144.9164445,0,184.2601319,127.3278772,192.4416491,126.2003143,58.00766591,86.79543113,60.39016316,0,0,0,0,0,0,0,0
ViromevOTU4695,0,0,104.7453798,117.6897042,537.9603175,874.3801314,511.7581563,694.6857949,166.2794352,0,0,0,0,0,0,0,0
ViromevOTU4696,0,0,96.85446476,58.85870543,382.1166982,53.42398042,193.9939026,192.565838,286.7918172,0,0,0,224.0550736,0,0,0,153.181801
ViromevOTU4697,0,0,0,0,95.63130835,404.9108105,0,245.9034455,125.8813307,0,0,0,0,0,0,66.06114427,0
ViromevOTU4698,0,0,385.5886124,313.6793584,193.9265363,0,39.64772493,0,42.62863334,0,0,0,0,0,0,0,0
ViromevOTU4699,94.21449031,0,0,0,52.83052601,215.3090427,49.41967191,117.2317156,0,0,0,0,0,0,0,0,0
ViromevOTU4700,91.75165264,0,0,0,149.8892709,355.1292835,56.58441856,187.3782194,24.57694913,0,0,0,0,0,0,0,0
ViromevOTU4701,0,0,245.8874299,52.52798901,447.7783898,1103.163237,895.7498349,567.2352136,186.9988834,0,0,0,0,0,0,0,0
ViromevOTU4702,0,0,0,0,0,0,282.6224123,2323.33616,1508.911731,0,263.4467259,176.8839307,147.9737641,0,0,0,76.71814749
ViromevOTU4703,0,0,0,0,185.8109599,68.20255011,112.7669762,200.3667471,40.26831918,0,0,0,0,0,0,0,0
ViromevOTU4704,175.567986,82.94195926,0,0,120.3161322,568.5648082,58.49956097,194.6259301,0,0,0,0,0,0,0,0,0
ViromevOTU4705,73.75681455,0,236.2025028,130.8962345,0,0,0,0,0,0,0,0,0,0,0,0,0
ViromevOTU4706,47.93775007,0,0,0,0,124.6390904,65.78251965,259.5455135,0,0,0,0,0,0,0,0,0
ViromevOTU4707,0,0,104.3412542,58.64692701,224.9923759,0,115.3867603,152.6899055,35.56814229,0,0,0,0,0,0,0,0
ViromevOTU4708,0,0,0,92.94732427,66.27946677,0,387.2661118,819.6928896,3709.024577,0,0,0,654.1683584,0,65.65245576,54.65833923,461.4257958
ViromevOTU4709,0,0,167.7683429,156.460614,0,0,0,0,0,0,0,0,91.41274743,0,0,0,0
ViromevOTU4710,0,0,0,598.1998777,0,0,0,0,0,0,0,272.7931859,0,0,0,0,0
ViromevOTU4711,0,0,0,0,0,0,0,68.26946507,141.2914611,0,0,0,0,0,0,0,0
ViromevOTU4712,0,0,0,64.96970468,0,57.74750037,0,96.19386557,0,0,0,0,0,0,0,0,0
ViromevOTU4713,0,0,416.6343322,202.2269052,974.1313715,151.9506192,840.4028773,929.1202437,103.0332919,0,0,0,0,0,0,0,0
ViromevOTU4714,52.67503269,0,345.770869,247.923603,352.9414829,95.78968778,206.9007812,288.4363888,161.6115549,0,0,0,37.0151288,0,0,0,0
ViromevOTU4715,111.693849,0,102.1039416,0,167.5372762,73.32179302,42.83555185,61.29181295,45.25418167,0,0,0,0,0,0,0,0
ViromevOTU4716,0,0,188.0513369,280.7541518,484.7271243,131.6304867,410.3941906,417.5136113,358.0932321,0,0,0,0,0,0,0,0
ViromevOTU4717,156.1063029,0,125.6912237,395.1770348,298.2277046,358.3380623,260.7286842,185.6755393,0,0,0,0,0,0,0,0,0
ViromevOTU4718,355.0806175,79.83737605,274.0022373,332.1147855,357.6286742,416.8069991,291.4310213,224.135236,313.0864553,0,0,0,972.38117,638.745017,334.3295624,401.2309557,300.9224438
ViromevOTU4719,0,0,0,72.87235207,360.1722599,71.4144299,168.0991073,216.8700662,296.1825391,0,0,0,77.85270758,0,0,0,0
ViromevOTU4720,0,0,977.0535242,655.5727116,207.0606196,49.86778408,168.965178,124.0937978,129.3826551,0,0,0,0,0,0,0,0
ViromevOTU4721,0,0,215.1887837,80.98848767,712.6719763,130.1390394,430.3036917,461.5950099,353.8800374,0,0,0,0,0,0,0,0
ViromevOTU4722,147.6724511,0,113.6561147,64.62149006,124.95133,204.690602,46.31191814,103.3847168,80.64406562,0,0,0,286.3138756,133.7408072,109.6117198,161.242728,139.5893977
ViromevOTU4723,52.60819031,0,213.6936632,151.9168717,234.6784626,0,145.3538176,188.8880896,134.5733226,0,0,0,23.63115275,0,0,0,0
ViromevOTU4724,49.11193713,39.10913029,381.6554337,194.1996198,301.6725356,0,89.55029848,65.89981247,94.90257237,0,0,0,0,0,0,0,0
ViromevOTU4725,0,0,0,0,58.16628082,112.5578013,0,41.01085049,0,0,0,0,0,0,0,0,0
ViromevOTU4726,0,0,0,0,0,0,52.70865413,64.63034536,56.31921565,0,0,0,113.0121647,0,0,0,73.05746852
ViromevOTU4727,54.87506864,0,122.6311793,113.9900463,341.9691866,92.55287915,137.4142346,107.0118548,29.16983269,0,0,0,0,0,0,0,0
ViromevOTU4728,0,0,643.03131,425.6027283,181.3462981,0,0,0,40.47626081,0,0,0,0,0,0,0,0
ViromevOTU4729,0,0,0,0,72.81599334,70.114699,0,63.83241823,0,0,0,0,0,0,0,0,0
ViromevOTU4730,1014.031479,320.7472931,1771.544033,612.391931,1043.745614,1083.357849,977.1131902,1122.917674,3549.397019,0,0,0,8504.491091,5875.510075,4578.370971,5420.335632,9121.170568
ViromevOTU4731,0,0,446.2043635,0,132.910889,0,70.98955456,47.34341343,0,0,0,0,0,0,0,0,0
ViromevOTU4732,0,0,270.7186998,150.2887097,696.1869869,81.24178561,593.7041459,554.1004392,786.4863303,0,0,0,689.4761469,0,0,60.9718776,389.8141193
ViromevOTU4733,0,0,0,0,0,0,125.8456747,383.7066062,126.3566281,0,0,0,35.73253712,0,0,0,0
ViromevOTU4734,390.099719,74.39918691,416.4717974,220.7180275,1109.852345,1471.9106,627.035488,894.2623581,434.6660789,0,0,0,1085.433964,699.2140848,448.4815943,826.7687023,1075.867821
ViromevOTU4735,127.5219427,0,0,0,415.5222358,422.9974605,230.0032573,271.2179673,229.4995235,0,0,0,424.0316788,0,0,328.9380308,0
ViromevOTU4736,219.4929335,206.8992509,3822.379897,2249.599301,217.4360184,0,96.94929147,45.79208589,30.0588988,0,0,0,0,0,0,0,0
ViromevOTU4737,204.4133582,36.8587271,299.2560167,223.4123543,245.5266356,339.4430044,183.3919712,199.8013726,948.4441462,0,0,0,0,0,0,0,0
ViromevOTU4738,204.9225569,0,121.6524689,98.94751247,1359.607398,960.1504983,603.1002522,659.9368761,476.1640423,0,0,0,0,0,0,0,0
ViromevOTU4739,0,0,0,0,60.55133221,61.11741389,45.11394622,0,62.3861473,0,0,0,30.62919269,0,0,0,0
ViromevOTU4740,0,0,0,95.42371189,218.7874769,179.165669,242.2225258,253.9228396,540.9787462,0,0,0,89.81349797,0,0,0,77.92505382
ViromevOTU4741,641.9671113,314.0950312,2537.26294,5332.664008,7405.407621,2936.59181,8005.962262,4827.450587,1010.730493,0,0,0,1138.7663,0,112.1672969,91.07997788,1026.499094
ViromevOTU4742,53.5078011,0,0,0,0,112.886566,0,56.97667789,27.27998415,0,0,0,0,0,0,0,0
